"","ID","T1_PolParty","T1_Age","T1_Gender","T1_Ethnicity","T1_Education","T1c_BFI_2_XS_extravert1","T1c_BFI_2_XS_agreeable1","T1c_BFI_2_XS_conscientious1","T1c_BFI_2_XS_neurotic1","T1c_BFI_2_XS_open1","T1c_BFI_2_XS_extravert2","T1c_BFI_2_XS_agreeable2","T1c_BFI_2_XS_conscientious2","T1c_BFI_2_XS_neurotic2","T1c_BFI_2_XS_open2","T1c_BFI_2_XS_extravert3","T1c_BFI_2_XS_agreeable3","T1c_BFI_2_XS_conscientious3","T1c_BFI_2_XS_neurotic3","T1c_BFI_2_XS_open3","T2_ActPast_Prevent_Self","T2_ActPast_Prevent_Mask","T2_ActPast_Prevent_Sanitize","T2_ActPast_SocialDistance","T2_ActPast_SelfIsolate","T2_ActPresent_Prevent_Self","T2_ActPresent_Prevent_Mask","T2_ActPresent_Prevent_Sanitize","T2_ActPresent_SocialDistance","T2_ActPresent_SelfIsolate","T3_ActPast_Prevent_Self","T3_ActPast_Prevent_Mask","T3_ActPast_Prevent_Sanitize","T3_ActPast_SocialDistance","T3_ActPast_SelfIsolate","T3_ActPresent_Prevent_Self","T3_ActPresent_Prevent_Mask","T3_ActPresent_Prevent_Sanitize","T3_ActPresent_SocialDistance","T3_ActPresent_SelfIsolate","T4_ActPast_Prevent_Self","T4_ActPast_Prevent_Mask","T4_ActPast_Prevent_Sanitize","T4_ActPast_SocialDistance","T4_ActPast_SelfIsolate","T4_ActPresent_Prevent_Self","T4_ActPresent_Prevent_Mask","T4_ActPresent_Prevent_Sanitize","T4_ActPresent_SocialDistance","T4_ActPresent_SelfIsolate","T5_ActPast_Prevent_Self","T5_ActPast_Prevent_Mask","T5_ActPast_Prevent_Sanitize","T5_ActPast_SocialDistance","T5_ActPast_SelfIsolate","T5_ActPresent_Prevent_Self","T5_ActPresent_Prevent_Mask","T5_ActPresent_Prevent_Sanitize","T5_ActPresent_SocialDistance","T5_ActPresent_SelfIsolate","T6_ActPast_Prevent_Self","T6_ActPast_Prevent_Mask","T6_ActPast_Prevent_Sanitize","T6_ActPast_SocialDistance","T6_ActPast_SelfIsolate","T6_ActPresent_Prevent_Self","T6_ActPresent_Prevent_Mask","T6_ActPresent_Prevent_Sanitize","T6_ActPresent_SocialDistance","T6_ActPresent_SelfIsolate"
"236",236,2,40,2,2,6,3,1,0,4,0,3,3,0,3,4,1,2,4,3,1,4,0,2,3,0,4,1,3,3,3,4,3,3,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,3,4,2,4,4,3,3,3,4,4,3,3,3,4,4,3,4,3
"237",237,2,19,1,6,5,2,2,2,2,2,3,3,3,3,3,2,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,4,3,3,4,3,4,4,3,3,3,3,3,2,4,3,2,3,2,3,3,2,3,3,3,4,4,3,4,4,2,2,2,1,2
"238",238,1,30,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",239,2,30,2,1,4,4,3,1,3,2,2,2,3,2,2,2,2,3,3,2,2,3,3,4,4,0,0,0,4,0,2,3,1,4,3,3,3,3,2,3,1,0,1,1,0,2,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"240",240,2,25,1,5,7,1,2,2,3,2,2,2,1,2,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",241,3,38,1,1,5,3,1,0,0,1,2,3,1,0,3,2,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",242,1,30,1,6,5,3,1,4,3,1,3,3,1,3,3,1,0,1,3,2,3,3,3,2,3,3,3,4,3,4,3,4,4,3,3,0,3,3,3,4,4,4,3,3,4,4,4,4,4,4,3,4,2,3,4,3,4,4,4,4,3,4,3,1,4,4,4,4,3,4
"243",243,2,28,1,2,4,0,4,0,0,0,0,0,0,0,0,4,4,4,4,4,3,1,3,3,3,2,2,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"244",244,2,29,2,5,6,4,4,4,2,4,4,0,4,4,0,0,2,4,2,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"245",245,3,25,2,2,4,0,4,1,0,3,3,0,0,0,0,1,2,4,3,1,2,0,4,2,3,3,0,4,1,3,4,1,3,3,1,3,1,3,3,1,1,2,0,3,2,1,2,0,3,2,3,1,2,4,0,3,1,2,4,0,3,4,1,4,2,3,3,1,4,2
"246",246,3,37,1,5,7,3,2,1,3,0,1,2,2,1,4,1,2,3,3,1,3,0,2,3,3,4,1,1,3,3,4,4,3,4,4,4,4,3,4,4,4,4,3,3,3,4,4,3,3,3,4,4,2,3,3,4,4,2,3,3,3,4,2,3,3,3,4,3,3,3
"247",247,1,52,2,5,7,3,3,1,1,4,3,3,1,1,0,3,1,3,4,3,4,0,3,4,0,4,3,4,4,0,4,0,4,3,4,4,3,4,4,4,4,2,3,3,3,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,3,2,3,4,4,4,3,3,4
"248",248,2,44,2,5,6,4,3,1,4,4,0,2,1,3,1,2,2,4,1,3,4,3,3,4,4,4,3,4,4,2,4,3,3,4,3,4,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",249,4,64,2,1,4,4,4,1,2,3,2,0,1,0,0,3,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,2,4,3,4,4,3,3,3,4,4,4,4,2,4,4,3,3,3,4,4,4,4,4
"250",250,2,31,1,5,5,4,3,0,0,4,0,0,1,0,0,1,2,3,3,3,4,0,1,4,4,3,0,4,4,4,3,0,3,4,4,4,1,3,4,4,4,4,4,3,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4
"251",251,3,44,2,2,5,4,2,1,1,4,1,0,1,0,0,2,2,4,3,3,3,0,4,4,3,4,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",252,3,38,1,1,5,4,3,0,1,4,0,3,0,2,0,0,0,4,4,4,0,0,0,4,4,0,0,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,4,4,3,1,0,4,4,2,0,0,0,4,3,2,1,2,4
"253",253,1,39,2,2,6,3,3,0,1,3,3,1,0,0,1,3,3,3,3,3,3,0,3,3,2,3,0,3,3,2,3,4,4,4,3,4,4,4,4,2,4,4,4,4,0,4,4,4,4,0,4,4,4,4,0,4,4,4,4,0,4,4,4,4,2,4,4,4,4,1
"254",254,2,32,1,8,7,3,4,1,4,4,0,2,0,1,0,0,3,4,4,3,4,1,2,4,4,4,1,3,4,3,4,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,3,4,4,4,3,4,3,4,4,3,4,3,4,4,3,4,4,4,4,3,4,4
"255",255,2,33,2,1,6,2,3,3,3,3,3,2,3,4,3,4,2,4,3,3,3,3,2,2,3,4,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,2,1,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",256,2,26,1,5,5,4,2,2,3,3,0,0,3,3,1,2,2,3,1,2,3,0,1,4,3,4,1,3,4,4,3,3,1,4,4,2,3,3,3,3,4,4,0,4,4,4,4,0,4,4,4,4,2,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
"257",257,2,58,2,1,4,3,3,0,3,3,2,0,0,0,1,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
"258",258,3,36,1,8,6,2,0,0,1,4,0,4,0,0,0,2,0,4,4,3,4,4,4,4,2,3,1,4,4,4,1,2,2,4,2,2,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",259,4,32,2,8,6,1,3,0,3,4,3,1,0,0,0,3,2,4,4,4,4,1,4,4,2,4,3,4,4,1,4,4,4,4,0,4,4,4,4,0,4,4,3,4,0,4,4,4,3,1,4,4,2,3,0,4,4,3,3,0,4,4,2,3,0,4,4,2,3,0
"260",260,2,48,2,2,6,3,1,1,2,3,2,3,0,1,1,2,3,2,1,2,3,4,4,3,3,2,3,2,3,4,3,3,2,3,3,2,3,2,3,3,2,3,3,3,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,2
"261",261,2,24,1,5,7,3,4,0,3,4,1,2,0,1,0,3,4,4,4,1,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,4,0,4,4,0,4,4
"262",262,1,21,1,5,5,1,1,4,3,3,3,3,4,3,0,2,3,1,2,4,1,2,2,1,2,2,3,2,2,1,2,4,4,3,3,2,4,3,4,3,4,4,3,4,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",263,1,31,2,5,7,4,4,2,2,4,3,2,4,2,0,2,1,4,2,4,4,0,4,4,4,4,0,4,4,4,4,0,2,4,4,4,4,4,4,4,4,0,3,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,2,4,4,2,4,3,4,4,3,4,3
"264",264,3,45,1,2,6,3,3,0,1,2,0,1,2,0,2,2,3,3,3,0,2,0,1,4,4,4,1,1,4,4,2,0,0,3,1,2,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",265,2,35,2,2,6,3,2,1,3,2,1,1,1,1,2,1,2,3,2,2,3,0,1,3,4,3,0,3,3,3,2,0,2,4,4,2,1,2,4,4,2,1,2,3,3,2,1,1,3,3,3,2,2,3,4,3,2,2,3,4,3,3,2,3,4,3,3,2,3,4
"266",266,2,69,2,1,6,2,3,0,2,2,1,0,0,0,0,1,2,3,3,2,3,1,1,3,2,4,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",267,1,34,1,2,7,2,2,3,2,3,2,2,1,1,1,2,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,2,4,4,4,4,4,4,4,4,4,4,2,3,3,3,2,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4
"268",268,2,25,1,5,6,2,1,1,2,3,2,1,1,0,3,1,2,3,2,2,3,3,3,1,1,1,2,3,2,2,3,2,1,1,1,3,2,1,2,0,2,4,4,3,4,4,4,4,4,4,2,3,2,1,1,3,2,1,1,1,4,4,4,4,4,4,4,4,4,4
"269",269,1,32,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,2,1,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,0,2,2,1,2,2,1,2,2,2,3,3,2,1,1,0,2
"270",270,3,47,2,5,6,3,3,1,1,3,0,0,0,1,0,3,3,4,4,4,3,0,2,3,0,3,0,1,3,0,3,2,0,3,1,4,1,0,3,1,4,2,1,3,3,4,2,2,3,2,4,3,3,3,2,3,4,3,4,2,4,3,3,4,2,4,3,3,4,2
"271",271,2,22,1,5,6,4,3,3,1,2,1,3,4,2,2,1,3,2,2,2,3,1,1,3,4,2,2,2,3,3,3,2,2,3,4,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,2,2,4,4,2,4,3,3,4,2,3,3,4,4,2,4,4
"272",272,2,37,1,6,7,1,2,3,1,3,3,3,1,1,1,3,3,3,1,3,2,0,3,2,3,2,0,1,2,3,1,3,3,3,3,3,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",273,1,30,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",274,2,39,2,2,5,4,4,0,3,4,3,3,3,1,2,0,2,4,1,3,3,0,2,4,4,4,1,2,4,4,4,4,2,4,3,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,3,4,2,4,4,4,4,3,4,4,3,4,2,4,3,4,4,2,4,3
"275",275,2,20,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,4,3,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",276,2,20,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",277,2,25,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",278,2,38,1,2,6,3,3,1,1,2,3,2,3,1,1,1,2,2,3,2,2,0,2,3,3,3,0,2,2,3,3,1,1,3,3,3,1,1,3,3,3,1,2,4,4,3,3,3,4,3,3,3,2,4,3,4,4,4,4,4,3,4,2,4,3,3,3,2,4,3
"279",279,1,42,1,1,5,2,4,2,1,3,3,1,0,0,1,3,2,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"280",280,2,34,2,6,7,3,4,3,3,4,0,0,3,3,1,2,3,3,2,3,3,0,3,2,2,4,3,4,2,2,3,4,0,2,2,2,4,0,2,2,3,4,0,2,2,4,4,2,2,2,2,4,1,2,0,2,4,1,3,1,3,4,2,3,2,3,4,1,3,2
"281",281,2,41,2,7,6,2,4,0,0,4,2,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
"282",282,2,65,2,1,5,2,3,0,2,4,2,0,0,2,0,2,2,4,2,4,3,1,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,3,2,4,4,4,4,1,4,4,4,4,1,4,4,4,4,3,4,4,4,4,3
"283",283,2,33,2,1,6,4,3,0,4,3,1,0,4,3,0,0,0,3,3,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,1,4,4,4,4,3
"284",284,2,38,1,5,6,3,3,1,1,2,1,2,1,0,1,3,3,4,4,3,3,0,1,4,3,4,3,3,4,4,4,1,2,4,4,4,4,2,4,4,4,4,2,3,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,3,4,3,2,3,3,4,4,3,4,3
"285",285,2,36,2,2,6,4,2,3,4,3,0,0,3,3,1,1,1,2,1,1,4,0,3,3,3,4,0,4,4,3,4,4,3,4,3,4,4,3,4,2,4,4,3,4,3,4,4,3,4,3,4,4,3,4,2,4,4,3,4,2,4,4,2,4,2,4,4,3,4,1
"286",286,2,32,2,2,6,3,2,0,0,1,3,1,2,0,0,0,1,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",287,3,38,2,5,6,3,3,0,4,0,2,1,3,1,1,3,3,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,4,4,4,4,3
"288",288,3,42,1,5,6,4,1,2,3,2,1,1,2,3,2,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",289,3,69,2,2,6,1,4,0,0,3,3,0,0,0,0,3,3,3,3,3,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3
"290",290,2,32,1,1,4,4,2,0,0,4,2,0,0,0,1,3,0,4,4,4,4,2,0,4,0,4,2,0,4,0,3,4,1,4,2,4,4,1,4,2,3,4,1,4,3,4,4,2,4,3,4,3,1,4,2,4,4,2,4,2,3,4,2,4,3,2,4,2,4,3
"291",291,3,36,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",292,3,44,1,2,7,3,2,0,2,3,1,2,3,1,0,2,1,3,2,3,4,2,3,4,4,4,3,3,4,4,4,3,3,4,4,4,3,3,4,4,4,2,2,4,4,4,3,2,4,4,3,3,2,4,3,4,3,2,4,4,4,3,2,4,4,4,3,3,4,4
"293",293,2,27,1,1,5,4,4,3,0,4,0,0,0,0,0,0,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",294,3,47,1,1,5,2,4,1,1,4,2,3,3,3,3,2,0,3,3,4,4,0,4,2,3,4,2,4,2,3,4,1,4,4,4,4,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",295,2,26,1,6,6,1,3,1,1,4,1,0,1,1,0,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,2,3,3,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,2,3,3,4,4,3,3,3
"296",296,2,28,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",297,1,40,2,2,7,4,4,0,4,4,0,0,0,3,0,3,4,4,2,3,3,0,3,4,3,4,0,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",298,3,24,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",299,3,35,1,1,6,1,2,0,1,4,3,1,1,1,1,3,2,2,3,4,3,2,3,3,3,1,2,3,2,2,3,3,4,2,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,4,4,3,3,3,3,4,3,3,2,3,4,3,4,2
"300",300,3,60,2,8,6,2,3,1,4,2,1,0,2,3,2,1,2,3,1,2,4,3,4,4,3,4,3,3,4,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3
"301",301,2,23,2,6,6,4,3,3,4,0,0,3,2,3,3,0,3,2,4,3,4,0,3,2,3,3,0,4,4,3,2,3,1,3,3,2,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",302,2,31,1,1,6,4,2,0,0,1,2,1,0,2,1,3,4,2,3,3,3,4,3,4,2,1,4,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,2,3,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",303,2,59,2,5,5,3,4,0,1,2,1,0,0,1,2,3,4,4,3,2,3,1,4,3,2,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3
"304",304,2,22,1,5,6,3,2,0,3,0,0,0,2,0,0,2,3,4,4,2,4,0,2,3,3,4,2,3,4,4,4,4,3,4,4,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,4,4,4,4,4,4
"305",305,3,32,1,2,6,3,3,1,4,2,1,1,2,3,2,1,2,3,0,2,4,0,0,4,4,4,1,1,4,4,0,0,1,4,4,1,2,1,4,4,3,0,0,4,4,3,2,1,4,4,4,0,0,4,3,4,1,1,4,3,3,0,0,3,3,3,1,1,3,3
"306",306,3,39,1,1,6,4,3,0,3,4,4,3,1,3,0,3,0,4,3,4,4,0,4,2,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,4,4,4,4,1,4,4,4,2,1,4,4,4,4,1
"307",307,2,44,1,2,6,0,0,0,0,4,4,0,0,0,0,4,2,4,4,4,4,0,4,4,3,4,1,4,4,4,4,3,3,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,2,4,4,3,4,3,4,4,4,4,3
"308",308,2,37,1,1,7,1,4,0,3,4,3,0,0,0,0,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,3,4,4
"309",309,3,54,1,2,5,3,3,0,1,4,1,3,1,1,1,2,3,3,3,3,2,0,2,2,3,3,1,3,2,3,3,2,2,3,4,4,2,4,4,4,4,1,2,3,4,4,1,2,3,4,3,1,2,4,4,4,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",310,3,23,1,1,5,4,4,1,3,3,3,1,1,4,1,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4
"311",311,3,38,1,2,4,4,2,0,0,0,3,0,0,0,0,4,0,4,4,2,4,0,4,4,4,4,0,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"312",312,3,33,1,2,5,1,3,0,0,3,2,1,0,0,0,3,3,4,4,3,4,1,3,4,4,4,3,4,4,4,2,1,0,4,4,0,1,0,4,4,3,2,2,4,3,4,4,3,4,3,3,3,2,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3
"313",313,2,50,1,6,7,3,3,0,0,2,0,0,0,0,0,3,3,3,3,3,3,0,3,4,4,3,3,3,4,4,3,3,3,4,3,4,4,4,4,2,4,4,4,4,3,4,4,4,4,3,4,4,4,4,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4
"314",314,2,38,1,2,7,4,4,0,4,4,1,0,3,3,0,2,2,4,2,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
